ANNEE,SESN,CD_COURS,REG_ADM,RES_ENS,CD_ORGNS_RESP,CD_ORGNS2,NO_GROUP_ELEVE,ELEVE_NOTE,MOYEN_NEB,PCT_REUST_NEB,MOYEN_NEM,PCT_REUST_NEM,MOYEN_NMB,PCT_REUST_NMB,MOYEN_NMC,PCT_REUST_NMC,MOYEN_RF,PCT_REUST_RF
2019,6,132510,,GO,,,,59,69.8,81.4,,,,,,,69.8,81.4
2019,6,132510,,,,,,55974,72.6,87.6,,,,,,,72.6,87.6
2019,6,132520,16,PU,866000,866053,1,31,75.8,90.6,72,75,72,80.6,72,80.6,73.5,83.9
2019,6,132520,16,PU,866000,866053,2,31,71.7,87.1,67.8,71,67.8,77.4,67.8,77.4,69.8,83.9
2019,6,132520,16,PU,866000,866053,,62,73.8,88.9,69.9,73,69.9,79,69.9,79,71.7,83.9
2019,6,132520,16,PU,866000,,,705,70.5,83.3,69.3,78.1,69.4,78,69.4,78,71.5,83.7
2019,6,132520,16,PU,,,,8248,70.7,81.9,69.4,75.8,69.4,77.7,69.4,77.7,71.6,82.4
2019,6,132520,16,PR,,,,3019,75.4,92.6,74.8,89.9,74.9,90,74.9,90,76.8,93.5
2019,6,132520,16,,,,,11267,71.9,84.8,70.8,79.6,70.9,81,70.9,81,73,85.4
2019,6,132520,,PU,,,,41928,70.1,80.6,68.5,73.8,68.6,75.9,68.6,75.9,70.8,80.6
2019,6,132520,,PR,,,,13879,75.5,93.2,74.3,87.7,74.3,88,74.3,88,76.3,91.7
2019,6,132520,,GO,,,,68,68.7,77.3,57.8,59.1,56.2,45.6,56.2,45.6,58.1,52.9
2019,6,132520,,,,,,55875,71.4,83.7,70,77.2,70,78.9,70,78.9,72.1,83.3
2019,6,132530,16,PU,866000,866053,1,32,81.8,100,,,,,,,81.8,100
2019,6,132530,16,PU,866000,866053,2,31,80.3,100,,,,,,,80.3,100
2019,6,132530,16,PU,866000,866053,,63,81.1,100,,,,,,,81.1,100
2019,6,132530,16,PU,866000,,,707,81.1,97.5,,,,,,,81.1,97.5
2019,6,132530,16,PU,,,,8260,78.7,95.8,,,,,,,78.7,95.8
2019,6,132530,16,PR,,,,3025,82.5,98.5,,,,,,,82.5,98.5
2019,6,132530,16,,,,,11285,79.8,96.5,,,,,,,79.8,96.5
2019,6,132530,,PU,,,,41962,77.8,95.3,,,,,,,77.8,95.3
2019,6,132530,,PR,,,,13919,82.2,98.9,,,,,,,82.2,98.9
2019,6,132530,,GO,,,,70,75.2,92.9,,,,,,,75.2,92.9
2019,6,132530,,,,,,55951,78.9,96.2,,,,,,,78.9,96.2
2019,6,134504,16,PU,866000,866053,??,34,,,,,,,,,77.1,97.1
2019,6,134504,16,PU,866000,866053,,34,,,,,,,,,77.1,97.1
2019,6,134504,16,PU,866000,,,445,,,,,,,,,76.7,93.3
2019,6,134504,16,PU,,,,6037,,,,,,,,,78.7,95.2
2019,6,134504,16,PR,,,,1646,,,,,,,,,83,99
2019,6,134504,16,,,,,7683,,,,,,,,,79.6,96
2019,6,134504,,PU,,,,30856,,,,,,,,,78.6,94.8
2019,6,134504,,PR,,,,7822,,,,,,,,,83.2,98.9
2019,6,134504,,GO,,,,54,,,,,,,,,69.6,81.8
2019,6,134504,,,,,,38732,,,,,,,,,79.5,95.6
2019,6,134510,16,PU,866000,866053,1,33,73,90.9,75.8,90.9,75.8,97,75.8,97,78.8,97
2019,6,134510,16,PU,866000,866053,80,1,95,100,,,95,100,95,100,95,100
2019,6,134510,16,PU,866000,866053,,34,73.6,91.2,75.8,90.9,76.3,97.1,76.3,97.1,79.3,97.1
2019,6,134510,16,PU,866000,,,445,76.1,94.6,77.8,93,78,96.2,78,96.2,79.9,97.1
2019,6,134510,16,PU,,,,6062,78.7,95.9,79.8,94.3,80,96.7,80,96.7,81.6,97.2
2019,6,134510,16,PR,,,,1653,81.9,98.8,85,98,85.1,99,85.1,99,86.4,99.3
2019,6,134510,16,,,,,7715,79.4,96.5,80.9,95.1,81.1,97.2,81.1,97.2,82.6,97.7
2019,6,134510,,PU,,,,30939,78.8,95.7,80.2,94.1,80.4,96.4,80.4,96.4,81.8,96.8
2019,6,134510,,PR,,,,7825,82.6,98.8,85,97.9,85.1,98.9,85.1,98.9,86.4,99.2
2019,6,134510,,GO,,,,53,66.5,86.8,68.7,74.5,68.7,83,68.7,83,70.4,83
2019,6,134510,,,,,,38817,79.6,96.3,81.1,94.8,81.3,96.9,81.3,96.9,82.7,97.3
2019,6,134520,16,PU,866000,866053,1,33,73.8,90.9,,,,,,,73.8,90.9
2019,6,134520,16,PU,866000,866053,80,1,84,100,,,,,,,84,100
2019,6,134520,16,PU,866000,866053,,34,74.1,91.2,,,,,,,74.1,91.2
2019,6,134520,16,PU,866000,,,448,73,86.4,,,,,,,73,86.4
2019,6,134520,16,PU,,,,6096,74.5,87.6,,,,,,,74.5,87.6
2019,6,134520,16,PR,,,,1653,78.1,93,,,,,,,78.1,93
2019,6,134520,16,,,,,7749,75.3,88.7,,,,,,,75.3,88.7
2019,6,134520,,PU,,,,31186,74.2,87,,,,,,,74.2,87
2019,6,134520,,PR,,,,7869,78.8,94.2,,,,,,,78.8,94.2
2019,6,134520,,GO,,,,65,69.8,81.5,,,,,,,69.8,81.5
2019,6,134520,,,,,,39120,75.1,88.4,,,,,,,75.1,88.4
2019,6,134530,16,PU,866000,866053,1,33,77.8,100,74.2,90.9,74.3,90.9,74.3,90.9,77.1,97
2019,6,134530,16,PU,866000,866053,80,1,84,100,,,84,100,84,100,84,100
2019,6,134530,16,PU,866000,866053,,34,78,100,74.2,90.9,74.6,91.2,74.6,91.2,77.3,97.1
2019,6,134530,16,PU,866000,,,445,72.7,87.4,73.9,87.8,73.9,89.4,73.9,89.4,75.8,92.6
2019,6,134530,16,PU,,,,6055,76.1,91.1,76.8,90.5,76.8,92.6,76.8,92.6,78.7,95
2019,6,134530,16,PR,,,,1648,79.2,95.9,81.6,95.9,81.6,97.6,81.6,97.6,83,98.3
2019,6,134530,16,,,,,7703,76.8,92.1,77.8,91.6,77.8,93.6,77.8,93.6,79.6,95.7
2019,6,134530,,PU,,,,30920,75.9,91,76.4,90,76.5,92.3,76.5,92.3,78.2,94.1
2019,6,134530,,PR,,,,7815,79.9,96.6,81.5,96.3,81.6,97.4,81.6,97.4,83,98.2
2019,6,134530,,GO,,,,53,70.6,87,67.3,79.1,68.2,77.4,68.2,77.4,69.8,79.2
2019,6,134530,,,,,,38788,76.7,92.1,77.4,91.3,77.5,93.3,77.5,93.3,79.2,94.9
2019,6,136506,16,PU,866000,866053,??,32,,,,,,,,,89.4,100
2019,6,136506,16,PU,866000,866053,,32,,,,,,,,,89.4,100
2019,6,136506,16,PU,866000,,,195,,,,,,,,,84,99.5
2019,6,136506,16,PU,,,,2080,,,,,,,,,83.9,98.8
2019,6,136506,16,PR,,,,1263,,,,,,,,,84.4,99.8
2019,6,136506,16,,,,,3343,,,,,,,,,84.1,99.2
2019,6,136506,,PU,,,,10610,,,,,,,,,82.6,98.1
2019,6,136506,,PR,,,,6233,,,,,,,,,84.4,99.8
2019,6,136506,,,,,,16843,,,,,,,,,83.3,98.7
2019,6,136530,16,PU,866000,866053,1,32,88.9,100,,,,,,,88.9,100
2019,6,136530,16,PU,866000,866053,,32,88.9,100,,,,,,,88.9,100
2019,6,136530,16,PU,866000,,,195,85.3,100,,,,,,,85.3,100
2019,6,136530,16,PU,,,,2085,87,99.4,,,,,,,87,99.4
2019,6,136530,16,PR,,,,1264,86.7,99.8,,,,,,,86.7,99.8
2019,6,136530,16,,,,,3349,86.9,99.6,,,,,,,86.9,99.6
2019,6,136530,,PU,,,,10676,85.5,99.1,,,,,,,85.5,99.1
2019,6,136530,,PR,,,,6240,86.9,99.9,,,,,,,86.9,99.9
2019,6,136530,,,,,,16916,86,99.4,,,,,,,86,99.4
2019,6,136540,16,PU,866000,866053,1,32,86.7,100,88.5,100,88.6,100,88.6,100,90.5,100
2019,6,136540,16,PU,866000,866053,,32,86.7,100,88.5,100,88.6,100,88.6,100,90.5,100
2019,6,136540,16,PU,866000,,,195,78.1,94.4,81.1,94.9,81.1,95.9,81.1,95.9,83.3,97.9
2019,6,136540,16,PU,,,,2080,79,94.3,78.6,91,78.7,94,78.7,94,80.7,96
2019,6,136540,16,PR,,,,1263,83.1,99.4,79.2,93.3,79.2,94.6,79.2,94.6,81.3,97.1
2019,6,136540,16,,,,,3343,80.6,96.2,78.8,91.9,78.9,94.3,78.9,94.3,80.9,96.4
2019,6,136540,,PU,,,,10608,79,93.9,77.6,90,77.7,92.8,77.7,92.8,79.8,94.9
2019,6,136540,,PR,,,,6232,81.4,97.8,79.5,94.3,79.5,96.4,79.5,96.4,81.5,97.7
2019,6,136540,,,,,,16840,79.8,95.4,78.3,91.6,78.4,94.1,78.4,94.1,80.4,95.9
2019,6,136550,16,PU,866000,866053,1,32,87.3,100,86.7,100,86.9,100,86.9,100,88.8,100
2019,6,136550,16,PU,866000,866053,,32,87.3,100,86.7,100,86.9,100,86.9,100,88.8,100
2019,6,136550,16,PU,866000,,,195,80.9,95.9,81.6,96.9,81.7,97.9,81.7,97.9,83.5,99
2019,6,136550,16,PU,,,,2080,81,96.4,82.3,95.9,82.3,97.7,82.3,97.7,83.9,98.4
2019,6,136550,16,PR,,,,1263,83.6,99.4,83.8,98.8,83.7,99.2,83.7,99.2,85.1,99.7
2019,6,136550,16,,,,,3343,82,97.6,82.8,97,82.8,98.3,82.8,98.3,84.3,98.9
2019,6,136550,,PU,,,,10606,81.1,96.7,81,95.3,81,96.4,81,96.4,82.6,97.3
2019,6,136550,,PR,,,,6232,83.3,99.2,83.5,98.1,83.5,98.9,83.5,98.9,84.8,99.3
2019,6,136550,,,,,,16838,81.9,97.6,81.9,96.3,82,97.4,82,97.4,83.4,98.1
2019,6,55410,16,PU,866000,866055,41,25,59.5,51.9,46.2,22.2,46.2,36,46.2,36,49.1,36
2019,6,55410,16,PU,866000,866055,42,10,53.8,50,59,58.3,59,40,59,40,62,60
2019,6,55410,16,PU,866000,866055,44,16,76.3,100,74.3,81.3,74.3,87.5,74.3,87.5,76.1,100
2019,6,55410,16,PU,866000,866055,45,25,75.8,96,77.8,96,77.8,96,77.8,96,79.6,100
2019,6,55410,16,PU,866000,866055,47,23,84.5,100,85.8,100,85.9,100,85.9,100,87.3,100
2019,6,55410,16,PU,866000,866055,48,27,87.8,100,87.1,100,87.1,100,87.1,100,88.4,100
2019,6,55410,16,PU,866000,866055,80,0,,,,,,,,,,
2019,6,55410,16,PU,866000,866055,,126,74.5,84.6,72.4,76.9,73.1,80.2,73.1,80.2,75,84.1
2019,6,55410,16,PU,866000,,,800,72,83.8,68.6,68.4,68.7,70.3,68.7,70.3,70.7,74.5
2019,6,55410,16,PU,,,,8530,72,80.8,69.6,72.1,69.7,72.2,69.7,72.2,71.7,75.9
2019,6,55410,16,PR,,,,2672,76.5,91.2,78,87.6,78,89,78,89,79.8,91.5
2019,6,55410,16,,,,,11202,73,83.3,71.5,75.8,71.7,76.2,71.7,76.2,73.7,79.6
2019,6,55410,,PU,,,,41420,72.5,82.6,70.4,74.1,70.5,74.4,70.5,74.4,72.5,78
2019,6,55410,,PR,,,,13349,77.7,92.6,78.9,90.3,78.9,90.7,78.9,90.7,80.7,93
2019,6,55410,,GO,,,,79,57.3,55.4,52.4,40.5,48.2,32.9,48.2,32.9,49.2,34.2
2019,6,55410,,,,,,54848,73.8,85,72.4,78,72.5,78.3,72.5,78.3,74.4,81.6
2019,6,55420,16,PU,866000,866055,41,27,74.7,96.3,,,,,,,74.7,96.3
2019,6,55420,16,PU,866000,866055,42,12,64,75,,,,,,,64,75
2019,6,55420,16,PU,866000,866055,44,16,86.3,100,,,,,,,86.3,100
2019,6,55420,16,PU,866000,866055,45,25,84.5,100,,,,,,,84.5,100
2019,6,55420,16,PU,866000,866055,47,23,88.3,100,,,,,,,88.3,100
2019,6,55420,16,PU,866000,866055,48,27,91.6,100,,,,,,,91.6,100
2019,6,55420,16,PU,866000,866055,,130,82.9,96.9,,,,,,,82.9,96.9
2019,6,55420,16,PU,866000,,,811,77.8,95.6,,,,,,,77.8,95.6
2019,6,55420,16,PU,,,,8680,75.8,90.8,,,,,,,75.8,90.8
2019,6,55420,16,PR,,,,2684,78.6,97.2,,,,,,,78.6,97.2
2019,6,55420,16,,,,,11364,76.5,92.3,,,,,,,76.5,92.3
2019,6,55420,,PU,,,,41952,76.2,91.1,,,,,,,76.2,91.1
2019,6,55420,,PR,,,,13386,80.6,97.5,,,,,,,80.6,97.5
2019,6,55420,,GO,,,,82,68.7,79.3,,,,,,,68.7,79.3
2019,6,55420,,,,,,55420,77.2,92.7,,,,,,,77.2,92.7
2019,6,55444,16,PU,866000,866055,??,127,,,,,,,,,78.4,81.7
2019,6,55444,16,PU,866000,866055,,127,,,,,,,,,78.4,81.7
2019,6,55444,16,PU,866000,,,803,,,,,,,,,73.6,83.8
2019,6,55444,16,PU,,,,8559,,,,,,,,,73.6,83.3
2019,6,55444,16,PR,,,,2675,,,,,,,,,79.4,95.5
2019,6,55444,16,,,,,11234,,,,,,,,,75,86.2
2019,6,55444,,PU,,,,41536,,,,,,,,,74.1,84.7
2019,6,55444,,PR,,,,13360,,,,,,,,,80.7,96.3
2019,6,55444,,GO,,,,78,,,,,,,,,58.1,41.5
2019,6,55444,,,,,,54974,,,,,,,,,75.7,87.5
2019,6,63410,16,PU,866000,866055,41,27,68.8,85.2,,,,,,,68.8,85.2
2019,6,63410,16,PU,866000,866055,42,17,71.4,88.2,,,,,,,71.4,88.2
2019,6,63410,16,PU,866000,866055,80,8,72.1,100,,,,,,,72.1,100
2019,6,63410,16,PU,866000,866055,,52,70.1,88.5,,,,,,,70.1,88.5
2019,6,63410,16,PU,866000,,,492,70.6,82.3,,,,,,,70.6,82.3
2019,6,63410,16,PU,,,,5575,69.5,77.8,,,,,,,69.5,77.8
2019,6,63410,16,PR,,,,920,72.2,87.3,,,,,,,72.2,87.3
2019,6,63410,16,,,,,6495,69.9,79.2,,,,,,,69.9,79.2
2019,6,63410,,PU,,,,27287,69.6,78.1,,,,,,,69.6,78.1
2019,6,63410,,PR,,,,3767,72.9,87.5,,,,,,,72.9,87.5
2019,6,63410,,GO,,,,82,63,68.3,,,,,,,63,68.3
2019,6,63410,,,,,,31136,69.9,79.2,,,,,,,69.9,79.2
2019,6,63414,16,PU,866000,866055,??,49,,,,,,,,,74.7,80.8
2019,6,63414,16,PU,866000,866055,,49,,,,,,,,,74.7,80.8
2019,6,63414,16,PU,866000,,,478,,,,,,,,,69.8,76.2
2019,6,63414,16,PU,,,,5418,,,,,,,,,70.6,76.5
2019,6,63414,16,PR,,,,917,,,,,,,,,75.9,89.9
2019,6,63414,16,,,,,6335,,,,,,,,,71.4,78.4
2019,6,63414,,PU,,,,26556,,,,,,,,,70.5,76.4
2019,6,63414,,PR,,,,3756,,,,,,,,,76.3,90.4
2019,6,63414,,GO,,,,76,,,,,,,,,56.5,38.6
2019,6,63414,,,,,,30388,,,,,,,,,71.2,78
2019,6,63420,16,PU,866000,866055,41,26,60.1,59.3,68.1,74.1,68.1,69.2,68.1,69.2,70.7,73.1
2019,6,63420,16,PU,866000,866055,42,14,70.6,88.2,81.4,94.1,82.2,85.7,82.2,85.7,84.6,100
2019,6,63420,16,PU,866000,866055,80,8,,,,,79.1,100,79.1,100,79.1,100
2019,6,63420,16,PU,866000,866055,,48,64.2,70.5,73.3,81.8,74.1,79.2,74.1,79.2,76.2,85.4
2019,6,63420,16,PU,866000,,,475,67.6,78.2,66.4,66.8,66.7,69.5,66.7,69.5,69.2,74.9
2019,6,63420,16,PU,,,,5423,67.3,75.2,67.5,70,68.1,72,68.1,72,70.5,76.3
2019,6,63420,16,PR,,,,913,72.3,89.2,75.5,86.2,75.3,84.2,75.3,84.2,77.6,88.6
2019,6,63420,16,,,,,6336,68,77.2,68.7,72.4,69.1,73.7,69.1,73.7,71.5,78.1
2019,6,63420,,PU,,,,26536,66.8,73.9,67.5,70.3,68,72.5,68,72.5,70.5,76.3
2019,6,63420,,PR,,,,3754,71.8,87.1,75.7,86.4,75.6,86,75.6,86,77.6,89.1
2019,6,63420,,GO,,,,74,60,60.4,44.2,28.3,50.7,39.2,50.7,39.2,52.6,39.2
2019,6,63420,,,,,,30364,67.4,75.6,68.5,72.2,68.9,74.1,68.9,74.1,71.3,77.8
2019,6,65410,16,PU,866000,866055,44,15,69.5,80,,,,,,,69.5,80
2019,6,65410,16,PU,866000,866055,45,25,78.9,100,,,,,,,78.9,100
2019,6,65410,16,PU,866000,866055,47,23,83.6,100,,,,,,,83.6,100
2019,6,65410,16,PU,866000,866055,48,27,84.1,100,,,,,,,84.1,100
2019,6,65410,16,PU,866000,866055,80,3,67.7,100,,,,,,,67.7,100
2019,6,65410,16,PU,866000,866055,,93,79.7,96.8,,,,,,,79.7,96.8
2019,6,65410,16,PU,866000,,,413,75.2,90.8,,,,,,,75.2,90.8
2019,6,65410,16,PU,,,,4594,77.5,89.1,,,,,,,77.5,89.1
2019,6,65410,16,PR,,,,1814,80.2,94.2,,,,,,,80.2,94.2
2019,6,65410,16,,,,,6408,78.3,90.5,,,,,,,78.3,90.5
2019,6,65410,,PU,,,,21024,77.3,88.7,,,,,,,77.3,88.7
2019,6,65410,,PR,,,,9152,80.7,95.4,,,,,,,80.7,95.4
2019,6,65410,,GO,,,,8,75.6,87.5,,,,,,,75.6,87.5
2019,6,65410,,,,,,30184,78.3,90.7,,,,,,,78.3,90.7
2019,6,65420,16,PU,866000,866055,44,15,67.1,66.7,61.7,60,62.3,60,62.3,60,64.5,60
2019,6,65420,16,PU,866000,866055,45,25,70.1,80,76.7,96,76.7,92,76.7,92,78.8,100
2019,6,65420,16,PU,866000,866055,47,23,77.8,100,79.9,82.6,80.2,91.3,80.2,91.3,82.5,95.7
2019,6,65420,16,PU,866000,866055,48,27,79.6,96.3,81.3,96.3,81.2,100,81.2,100,83.3,100
2019,6,65420,16,PU,866000,866055,80,3,,,,,64,66.7,64,66.7,64,66.7
2019,6,65420,16,PU,866000,866055,,93,74.4,87.8,76.4,86.7,76.1,88.2,76.1,88.2,78.2,91.4
2019,6,65420,16,PU,866000,,,412,74.9,89.2,80.1,89.9,80,90.3,80,90.3,81.8,92
2019,6,65420,16,PU,,,,4554,74.1,87.1,78.6,87.4,78.8,87.7,78.8,87.7,80.5,89.9
2019,6,65420,16,PR,,,,1811,78.7,94.8,83.7,95.3,83.9,94.5,83.9,94.5,85.5,96.1
2019,6,65420,16,,,,,6365,75.4,89.3,80.1,89.7,80.2,89.7,80.2,89.7,81.9,91.7
2019,6,65420,,PU,,,,20854,73.9,85.9,78.1,86.9,78.2,86.8,78.2,86.8,80.1,89.4
2019,6,65420,,PR,,,,9137,78.8,94.4,84.8,95.5,85,95,85,95,86.5,96.4
2019,6,65420,,GO,,,,5,52,50,,,67.8,60,67.8,60,67.8,60
2019,6,65420,,,,,,29996,75.4,88.5,80.2,89.5,80.3,89.3,80.3,89.3,82,91.5
2019,6,65426,16,PU,866000,866055,??,93,,,,,,,,,78.7,91.4
2019,6,65426,16,PU,866000,866055,,93,,,,,,,,,78.7,91.4
2019,6,65426,16,PU,866000,,,411,,,,,,,,,79.9,92.7
2019,6,65426,16,PU,,,,4555,,,,,,,,,79.8,90.6
2019,6,65426,16,PR,,,,1808,,,,,,,,,84,96.6
2019,6,65426,16,,,,,6363,,,,,,,,,81,92.3
2019,6,65426,,PU,,,,20828,,,,,,,,,79.4,89.8
2019,6,65426,,PR,,,,9129,,,,,,,,,84.8,97
2019,6,65426,,GO,,,,5,,,,,,,,,73.4,66.7
2019,6,65426,,,,,,29962,,,,,,,,,81.1,92
2019,6,132506,16,PU,866000,866055,??,107,,,,,,,,,76.2,93.5
2019,6,132506,16,PU,866000,866055,,107,,,,,,,,,76.2,93.5
2019,6,132506,16,PU,866000,,,695,,,,,,,,,72.9,89.6
2019,6,132506,16,PU,,,,8081,,,,,,,,,72.8,88.2
2019,6,132506,16,PR,,,,3001,,,,,,,,,76.9,96.5
2019,6,132506,16,,,,,11082,,,,,,,,,73.9,90.5
2019,6,132506,,PU,,,,41207,,,,,,,,,72,87.4
2019,6,132506,,PR,,,,13791,,,,,,,,,77,96.6
2019,6,132506,,GO,,,,56,,,,,,,,,64.8,65.5
2019,6,132506,,,,,,55054,,,,,,,,,73.3,89.7
2019,6,132510,16,PU,866000,866055,51,17,72.2,88.2,,,,,,,72.2,88.2
2019,6,132510,16,PU,866000,866055,52,16,71.1,93.8,,,,,,,71.1,93.8
2019,6,132510,16,PU,866000,866055,53,27,63.3,70.4,,,,,,,63.3,70.4
2019,6,132510,16,PU,866000,866055,57,29,82.4,100,,,,,,,82.4,100
2019,6,132510,16,PU,866000,866055,58,21,82.6,100,,,,,,,82.6,100
2019,6,132510,16,PU,866000,866055,,110,74.5,90,,,,,,,74.5,90
2019,6,132510,16,PU,866000,,,707,71.9,86.6,,,,,,,71.9,86.6
2019,6,132510,16,PU,,,,8261,71.9,86.3,,,,,,,71.9,86.3
2019,6,132510,16,PR,,,,3025,75.4,91.4,,,,,,,75.4,91.4
2019,6,132510,16,,,,,11286,72.9,87.7,,,,,,,72.9,87.7
2019,6,132510,,PU,,,,41990,71.5,85.4,,,,,,,71.5,85.4
2019,6,132510,,PR,,,,13925,76.1,94.3,,,,,,,76.1,94.3
2019,6,132510,,GO,,,,59,69.8,81.4,,,,,,,69.8,81.4
2019,6,132510,,,,,,55974,72.6,87.6,,,,,,,72.6,87.6
2019,6,132520,16,PU,866000,866055,51,17,72.6,94.1,71.2,70.6,71.3,82.4,71.3,82.4,73.4,88.2
2019,6,132520,16,PU,866000,866055,52,16,69.8,81.3,70.8,81.3,70.8,87.5,70.8,87.5,72.4,87.5
2019,6,132520,16,PU,866000,866055,53,27,64.2,66.7,66.6,66.7,67.1,77.8,67.1,77.8,69.4,81.5
2019,6,132520,16,PU,866000,866055,57,29,82.6,100,80.4,96.6,80.5,96.6,80.5,96.6,81.8,96.6
2019,6,132520,16,PU,866000,866055,58,21,82.3,100,78.5,100,78.6,95.2,78.6,95.2,80.6,100
2019,6,132520,16,PU,866000,866055,,110,74.6,88.2,73.8,83.6,74,88.2,74,88.2,75.9,90.9
2019,6,132520,16,PU,866000,,,705,70.5,83.3,69.3,78.1,69.4,78,69.4,78,71.5,83.7
2019,6,132520,16,PU,,,,8248,70.7,81.9,69.4,75.8,69.4,77.7,69.4,77.7,71.6,82.4
2019,6,132520,16,PR,,,,3019,75.4,92.6,74.8,89.9,74.9,90,74.9,90,76.8,93.5
2019,6,132520,16,,,,,11267,71.9,84.8,70.8,79.6,70.9,81,70.9,81,73,85.4
2019,6,132520,,PU,,,,41928,70.1,80.6,68.5,73.8,68.6,75.9,68.6,75.9,70.8,80.6
2019,6,132520,,PR,,,,13879,75.5,93.2,74.3,87.7,74.3,88,74.3,88,76.3,91.7
2019,6,132520,,GO,,,,68,68.7,77.3,57.8,59.1,56.2,45.6,56.2,45.6,58.1,52.9
2019,6,132520,,,,,,55875,71.4,83.7,70,77.2,70,78.9,70,78.9,72.1,83.3
2019,6,132530,16,PU,866000,866055,51,17,79.9,100,,,,,,,79.9,100
2019,6,132530,16,PU,866000,866055,52,16,85.2,100,,,,,,,85.2,100
2019,6,132530,16,PU,866000,866055,53,27,70.4,92.6,,,,,,,70.4,92.6
2019,6,132530,16,PU,866000,866055,57,29,84.3,100,,,,,,,84.3,100
2019,6,132530,16,PU,866000,866055,58,21,80.4,100,,,,,,,80.4,100
2019,6,132530,16,PU,866000,866055,,110,79.6,98.2,,,,,,,79.6,98.2
2019,6,132530,16,PU,866000,,,707,81.1,97.5,,,,,,,81.1,97.5
2019,6,132530,16,PU,,,,8260,78.7,95.8,,,,,,,78.7,95.8
2019,6,132530,16,PR,,,,3025,82.5,98.5,,,,,,,82.5,98.5
2019,6,132530,16,,,,,11285,79.8,96.5,,,,,,,79.8,96.5
2019,6,132530,,PU,,,,41962,77.8,95.3,,,,,,,77.8,95.3
2019,6,132530,,PR,,,,13919,82.2,98.9,,,,,,,82.2,98.9
2019,6,132530,,GO,,,,70,75.2,92.9,,,,,,,75.2,92.9
2019,6,132530,,,,,,55951,78.9,96.2,,,,,,,78.9,96.2
2019,6,134504,16,PU,866000,866055,??,61,,,,,,,,,78.4,93.5
2019,6,134504,16,PU,866000,866055,,61,,,,,,,,,78.4,93.5
2019,6,134504,16,PU,866000,,,445,,,,,,,,,76.7,93.3
2019,6,134504,16,PU,,,,6037,,,,,,,,,78.7,95.2
2019,6,134504,16,PR,,,,1646,,,,,,,,,83,99
2019,6,134504,16,,,,,7683,,,,,,,,,79.6,96
2019,6,134504,,PU,,,,30856,,,,,,,,,78.6,94.8
2019,6,134504,,PR,,,,7822,,,,,,,,,83.2,98.9
2019,6,134504,,GO,,,,54,,,,,,,,,69.6,81.8
2019,6,134504,,,,,,38732,,,,,,,,,79.5,95.6
2019,6,134510,16,PU,866000,866055,51,15,88.6,100,86.7,100,86.7,100,86.7,100,87.5,100
2019,6,134510,16,PU,866000,866055,52,30,75.4,93.3,77.4,93.3,77.5,93.3,77.5,93.3,79,96.7
2019,6,134510,16,PU,866000,866055,53,16,69.7,87.5,74.4,87.5,74.7,93.8,74.7,93.8,76,93.8
2019,6,134510,16,PU,866000,866055,,61,77.2,93.4,78.9,93.4,79,95.1,79,95.1,80.3,96.7
2019,6,134510,16,PU,866000,,,445,76.1,94.6,77.8,93,78,96.2,78,96.2,79.9,97.1
2019,6,134510,16,PU,,,,6062,78.7,95.9,79.8,94.3,80,96.7,80,96.7,81.6,97.2
2019,6,134510,16,PR,,,,1653,81.9,98.8,85,98,85.1,99,85.1,99,86.4,99.3
2019,6,134510,16,,,,,7715,79.4,96.5,80.9,95.1,81.1,97.2,81.1,97.2,82.6,97.7
2019,6,134510,,PU,,,,30939,78.8,95.7,80.2,94.1,80.4,96.4,80.4,96.4,81.8,96.8
2019,6,134510,,PR,,,,7825,82.6,98.8,85,97.9,85.1,98.9,85.1,98.9,86.4,99.2
2019,6,134510,,GO,,,,53,66.5,86.8,68.7,74.5,68.7,83,68.7,83,70.4,83
2019,6,134510,,,,,,38817,79.6,96.3,81.1,94.8,81.3,96.9,81.3,96.9,82.7,97.3
2019,6,134520,16,PU,866000,866055,51,15,79.8,93.3,,,,,,,79.8,93.3
2019,6,134520,16,PU,866000,866055,52,30,76.9,93.3,,,,,,,76.9,93.3
2019,6,134520,16,PU,866000,866055,53,16,73.8,93.8,,,,,,,73.8,93.8
2019,6,134520,16,PU,866000,866055,59,1,90,100,,,,,,,90,100
2019,6,134520,16,PU,866000,866055,,62,77,93.5,,,,,,,77,93.5
2019,6,134520,16,PU,866000,,,448,73,86.4,,,,,,,73,86.4
2019,6,134520,16,PU,,,,6096,74.5,87.6,,,,,,,74.5,87.6
2019,6,134520,16,PR,,,,1653,78.1,93,,,,,,,78.1,93
2019,6,134520,16,,,,,7749,75.3,88.7,,,,,,,75.3,88.7
2019,6,134520,,PU,,,,31186,74.2,87,,,,,,,74.2,87
2019,6,134520,,PR,,,,7869,78.8,94.2,,,,,,,78.8,94.2
2019,6,134520,,GO,,,,65,69.8,81.5,,,,,,,69.8,81.5
2019,6,134520,,,,,,39120,75.1,88.4,,,,,,,75.1,88.4
2019,6,134530,16,PU,866000,866055,51,15,78.2,93.3,76.6,93.3,76.5,86.7,76.5,86.7,77.3,86.7
2019,6,134530,16,PU,866000,866055,52,30,74.4,93.3,76.9,86.7,76.9,93.3,76.9,93.3,78.6,93.3
2019,6,134530,16,PU,866000,866055,53,15,76.5,93.8,69.8,93.8,69.7,86.7,69.7,86.7,71.9,93.3
